Timestamp,Traffic Type,Action Taken,Anomaly Scores,status_code,response_time_ms,event_type
2023-06-18 05:38:57,DNS,Blocked,82.84,403,300,Non-Cyber
2023-06-26 15:49:09,FTP,Allowed,79.22,500,800,Non-Cyber
2022-05-02 13:14:33,FTP,Allowed,8.84,500,800,Non-Cyber
2021-06-12 21:37:53,DNS,Allowed,94.23,500,800,Non-Cyber
2021-07-25 23:54:08,DNS,Blocked,25.54,403,300,Non-Cyber
2021-07-05 14:40:02,DNS,Allowed,93.69,500,800,Cyber
2021-08-14 17:13:06,FTP,Allowed,49.96,500,800,Non-Cyber
2022-04-06 10:56:47,HTTP,Allowed,9.84,500,800,Non-Cyber
2023-04-23 11:18:30,FTP,Blocked,8.47,403,300,Non-Cyber
2022-09-17 07:19:34,DNS,Blocked,37.75,403,300,Non-Cyber
2020-03-29 02:16:35,DNS,Allowed,58.51,500,800,Non-Cyber
2023-01-09 14:21:40,FTP,Blocked,32.69,403,300,Cyber
2020-11-20 04:05:43,HTTP,Blocked,53.86,403,300,Cyber
2022-12-20 14:48:51,HTTP,Blocked,20.04,403,300,Cyber
2020-04-01 19:56:43,HTTP,Allowed,61.08,500,800,Cyber
2020-10-01 01:34:04,FTP,Allowed,24.1,500,800,Cyber
2021-02-16 04:05:17,HTTP,Allowed,36.21,500,800,Non-Cyber
2022-01-01 16:29:59,FTP,Blocked,94.41,403,300,Non-Cyber
2022-01-26 14:41:18,FTP,Blocked,68.42,403,300,Non-Cyber
2022-05-25 10:20:53,HTTP,Blocked,95.89,403,300,Non-Cyber
2022-09-29 04:49:03,DNS,Allowed,52.52,500,800,Cyber
2023-07-29 13:00:32,FTP,Allowed,83.08,500,800,Non-Cyber
2021-05-26 16:58:43,DNS,Blocked,74.16,403,300,Cyber
2020-12-02 01:14:59,DNS,Blocked,99.89,403,300,Cyber
2022-03-08 01:53:57,DNS,Allowed,23.97,500,800,Non-Cyber
2023-01-22 15:50:46,FTP,Allowed,19.05,500,800,Cyber
2023-02-10 04:36:20,DNS,Allowed,6.97,500,800,Cyber
2023-06-24 18:36:25,DNS,Allowed,7.84,500,800,Non-Cyber
2020-06-06 16:03:31,HTTP,Allowed,45.56,500,800,Non-Cyber
2020-03-10 14:57:05,HTTP,Allowed,0.23,200,150,Non-Cyber
2021-12-20 14:43:45,DNS,Allowed,70.36,500,800,Non-Cyber
2022-05-30 03:57:44,DNS,Blocked,51.25,403,300,Non-Cyber
2021-10-11 20:44:32,FTP,Blocked,18.34,403,300,Non-Cyber
2021-08-04 14:23:47,HTTP,Allowed,76.29,500,800,Cyber
2020-06-07 23:08:45,DNS,Allowed,0.33,200,150,Cyber
2021-10-10 19:07:55,DNS,Blocked,79.87,403,300,Cyber
2021-01-28 23:43:49,FTP,Allowed,70.43,500,800,Non-Cyber
2020-09-19 23:01:59,DNS,Allowed,57.45,500,800,Cyber
2023-03-10 08:05:53,FTP,Allowed,73.5,500,800,Non-Cyber
2022-02-04 02:37:36,DNS,Blocked,83.75,403,300,Non-Cyber
2022-02-08 22:37:54,DNS,Allowed,54.0,500,800,Non-Cyber
2022-06-09 08:42:09,FTP,Blocked,49.87,403,300,Cyber
2020-02-29 11:55:32,FTP,Allowed,40.7,500,800,Cyber
2020-10-05 14:14:53,HTTP,Allowed,2.75,500,800,Non-Cyber
2023-03-20 13:26:59,HTTP,Blocked,69.84,403,300,Cyber
2020-04-23 02:26:38,HTTP,Allowed,84.4,500,800,Cyber
2021-09-12 00:58:01,FTP,Allowed,20.77,500,800,Non-Cyber
2022-06-02 00:50:43,DNS,Blocked,37.76,403,300,Non-Cyber
2020-01-17 01:12:44,DNS,Blocked,93.23,403,300,Cyber
2022-10-04 02:15:27,DNS,Allowed,51.48,500,800,Non-Cyber
2023-01-01 00:16:31,HTTP,Blocked,35.43,403,300,Cyber
2023-07-21 20:41:03,FTP,Allowed,7.1,500,800,Non-Cyber
2022-10-13 03:57:29,DNS,Allowed,35.15,500,800,Non-Cyber
2020-05-06 17:37:28,HTTP,Allowed,76.58,500,800,Non-Cyber
2022-11-23 13:50:06,DNS,Allowed,91.92,500,800,Non-Cyber
2021-12-05 21:00:42,DNS,Blocked,86.98,403,300,Cyber
2023-03-31 21:07:24,FTP,Allowed,7.19,500,800,Cyber
2023-01-11 08:21:47,HTTP,Allowed,82.76,500,800,Cyber
2021-11-28 02:04:39,HTTP,Allowed,59.67,500,800,Non-Cyber
2020-07-18 17:29:07,DNS,Allowed,86.1,500,800,Non-Cyber
2020-10-28 08:46:27,HTTP,Allowed,56.13,500,800,Cyber
2020-10-19 02:32:58,HTTP,Blocked,3.23,403,300,Non-Cyber
2021-10-27 17:21:36,FTP,Allowed,60.81,500,800,Cyber
2022-03-24 13:09:54,DNS,Blocked,82.44,403,300,Non-Cyber
2020-09-24 09:11:44,DNS,Allowed,77.13,500,800,Cyber
2020-12-31 13:46:47,FTP,Allowed,95.16,500,800,Non-Cyber
2020-12-24 00:35:32,FTP,Blocked,26.02,403,300,Cyber
2022-03-27 01:53:35,DNS,Allowed,17.18,500,800,Non-Cyber
2022-08-28 02:59:52,DNS,Allowed,48.32,500,800,Non-Cyber
2023-06-26 16:18:17,DNS,Allowed,52.17,500,800,Non-Cyber
2022-05-01 18:17:03,DNS,Allowed,89.64,500,800,Non-Cyber
2021-02-03 19:03:05,DNS,Allowed,93.93,500,800,Non-Cyber
2021-10-01 14:01:10,FTP,Blocked,53.1,403,300,Cyber
2021-09-15 04:31:14,HTTP,Blocked,43.36,403,300,Cyber
2023-09-14 10:37:29,FTP,Allowed,22.11,500,800,Non-Cyber
2023-04-08 07:40:55,DNS,Allowed,14.6,500,800,Non-Cyber
2023-08-10 09:54:14,FTP,Allowed,1.17,500,800,Cyber
2022-10-10 17:55:39,HTTP,Blocked,27.09,403,300,Non-Cyber
2022-01-12 05:27:31,HTTP,Blocked,37.06,403,300,Non-Cyber
2021-01-22 11:18:41,DNS,Blocked,82.72,403,300,Non-Cyber
2022-03-13 17:43:19,HTTP,Allowed,64.76,500,800,Non-Cyber
2023-08-20 05:13:49,DNS,Allowed,62.83,500,800,Non-Cyber
2022-07-09 08:00:04,DNS,Blocked,50.59,403,300,Cyber
2021-04-17 18:58:26,HTTP,Blocked,60.72,403,300,Non-Cyber
2021-11-17 15:20:59,DNS,Blocked,43.08,403,300,Non-Cyber
2022-08-24 08:45:51,HTTP,Allowed,35.55,500,800,Cyber
2020-12-12 18:57:57,HTTP,Allowed,25.5,500,800,Cyber
2020-11-19 12:03:32,DNS,Allowed,84.0,500,800,Non-Cyber
2020-08-23 23:56:15,FTP,Blocked,24.65,403,300,Non-Cyber
2020-03-15 19:13:11,DNS,Allowed,70.72,500,800,Non-Cyber
2021-08-30 20:11:28,FTP,Allowed,95.8,500,800,Cyber
2020-03-20 05:43:23,DNS,Blocked,43.15,403,300,Non-Cyber
2023-03-01 05:11:06,DNS,Blocked,40.78,403,300,Non-Cyber
2023-04-18 08:15:14,FTP,Allowed,62.05,500,800,Non-Cyber
2023-01-18 01:56:55,HTTP,Allowed,95.9,500,800,Non-Cyber
2022-03-11 15:03:42,FTP,Allowed,94.26,500,800,Cyber
2021-01-25 11:59:12,FTP,Allowed,77.7,500,800,Cyber
2022-06-28 07:55:08,HTTP,Blocked,63.97,403,300,Cyber
2023-03-31 10:23:14,FTP,Blocked,33.56,403,300,Cyber
2022-12-13 10:37:22,HTTP,Blocked,70.45,403,300,Cyber
2023-01-21 17:46:52,DNS,Blocked,25.58,403,300,Non-Cyber
2020-01-11 18:46:00,FTP,Allowed,66.38,500,800,Cyber
2022-12-08 00:48:17,HTTP,Blocked,74.71,403,300,Cyber
2021-10-11 12:01:15,HTTP,Allowed,14.84,500,800,Non-Cyber
2020-08-16 23:14:31,DNS,Allowed,76.48,500,800,Cyber
2020-05-31 16:37:46,DNS,Allowed,3.09,500,800,Cyber
2022-06-17 04:59:36,HTTP,Allowed,26.02,500,800,Cyber
2020-08-25 21:23:30,FTP,Allowed,83.2,500,800,Non-Cyber
2023-02-27 18:37:32,HTTP,Blocked,1.11,403,300,Non-Cyber
2023-05-10 01:45:50,DNS,Allowed,50.29,500,800,Non-Cyber
2021-10-25 15:16:49,HTTP,Allowed,33.23,500,800,Non-Cyber
2020-05-03 23:08:01,DNS,Allowed,32.64,500,800,Non-Cyber
2020-02-29 05:03:21,FTP,Allowed,18.76,500,800,Non-Cyber
2020-05-12 11:53:47,FTP,Allowed,59.76,500,800,Cyber
2023-01-23 05:36:40,DNS,Allowed,99.42,500,800,Non-Cyber
2020-04-22 16:46:57,FTP,Allowed,50.22,500,800,Non-Cyber
2022-08-05 04:07:52,HTTP,Allowed,34.14,500,800,Non-Cyber
2020-01-24 23:28:13,HTTP,Allowed,22.12,500,800,Non-Cyber
2020-06-03 19:44:40,HTTP,Allowed,30.43,500,800,Non-Cyber
2020-01-18 18:32:56,FTP,Allowed,1.44,500,800,Non-Cyber
2023-05-24 18:24:38,HTTP,Allowed,95.9,500,800,Cyber
2023-09-21 07:28:38,FTP,Blocked,74.27,403,300,Non-Cyber
2020-08-16 20:29:40,HTTP,Blocked,46.26,403,300,Non-Cyber
2022-07-10 08:22:38,DNS,Blocked,43.46,403,300,Non-Cyber
2022-06-15 02:51:29,DNS,Allowed,14.52,500,800,Cyber
2022-03-27 02:57:51,HTTP,Blocked,21.34,403,300,Cyber
2021-01-19 19:32:06,DNS,Blocked,14.54,403,300,Cyber
2022-08-18 15:56:15,DNS,Allowed,34.38,500,800,Non-Cyber
2022-10-30 01:50:20,HTTP,Blocked,77.57,403,300,Cyber
2021-08-23 02:42:57,DNS,Blocked,33.72,403,300,Cyber
2021-06-07 12:05:37,FTP,Allowed,58.57,500,800,Cyber
2020-02-19 02:49:51,DNS,Allowed,43.66,500,800,Cyber
2023-09-18 04:47:26,DNS,Allowed,8.01,500,800,Non-Cyber
2021-12-12 16:34:07,FTP,Blocked,56.45,403,300,Non-Cyber
2021-10-14 17:10:08,DNS,Allowed,34.92,500,800,Non-Cyber
2022-11-03 16:02:53,HTTP,Allowed,39.6,500,800,Cyber
2023-06-22 20:16:34,DNS,Allowed,22.13,500,800,Non-Cyber
2022-03-07 10:46:20,FTP,Blocked,62.54,403,300,Non-Cyber
2021-07-10 09:49:17,FTP,Allowed,72.63,500,800,Non-Cyber
2022-07-04 19:50:21,HTTP,Allowed,81.74,500,800,Non-Cyber
2021-03-20 12:18:46,DNS,Blocked,65.16,403,300,Cyber
2022-10-02 21:44:18,FTP,Allowed,12.39,500,800,Cyber
2021-02-21 03:25:22,DNS,Allowed,49.32,500,800,Non-Cyber
2022-09-08 07:17:05,FTP,Blocked,65.0,403,300,Cyber
2022-12-13 14:47:14,HTTP,Blocked,96.93,403,300,Non-Cyber
2022-04-14 09:19:58,FTP,Allowed,22.51,500,800,Cyber
2020-01-22 20:55:28,DNS,Allowed,62.6,500,800,Non-Cyber
2022-04-12 23:17:04,HTTP,Blocked,24.92,403,300,Cyber
2022-06-30 06:38:10,DNS,Allowed,8.55,500,800,Cyber
2023-09-18 19:20:59,FTP,Blocked,17.12,403,300,Cyber
2020-01-04 04:45:56,DNS,Allowed,57.21,500,800,Cyber
2023-03-10 04:43:11,HTTP,Allowed,62.23,500,800,Non-Cyber
2022-07-16 23:02:40,HTTP,Allowed,32.03,500,800,Non-Cyber
2021-02-22 10:28:17,HTTP,Allowed,20.87,500,800,Cyber
2021-09-20 20:05:28,FTP,Allowed,99.93,500,800,Non-Cyber
2020-12-13 07:24:24,DNS,Allowed,42.27,500,800,Cyber
2022-07-28 23:17:10,DNS,Allowed,46.69,500,800,Cyber
2020-11-25 03:05:31,DNS,Allowed,72.55,500,800,Non-Cyber
2021-07-17 06:37:11,DNS,Blocked,38.59,403,300,Cyber
2023-03-24 02:43:02,DNS,Allowed,17.45,500,800,Non-Cyber
2020-10-14 18:47:45,HTTP,Blocked,55.26,403,300,Non-Cyber
2021-04-10 22:58:43,FTP,Allowed,13.56,500,800,Non-Cyber
2020-05-06 08:39:33,HTTP,Allowed,71.01,500,800,Cyber
2020-08-18 14:19:07,FTP,Allowed,90.63,500,800,Cyber
2021-08-18 12:52:21,FTP,Allowed,79.7,500,800,Cyber
2023-09-12 00:13:10,FTP,Allowed,66.47,500,800,Cyber
2020-09-07 07:32:16,FTP,Blocked,63.72,403,300,Cyber
2023-02-09 02:56:45,HTTP,Allowed,26.61,500,800,Non-Cyber
2021-03-26 07:58:12,DNS,Allowed,97.57,500,800,Non-Cyber
2022-02-08 10:16:48,DNS,Allowed,37.93,500,800,Cyber
2022-09-26 09:37:36,FTP,Allowed,37.42,500,800,Cyber
2020-12-25 17:15:06,DNS,Blocked,60.49,403,300,Non-Cyber
2020-07-10 04:29:14,FTP,Allowed,56.24,500,800,Non-Cyber
2021-03-15 20:15:57,FTP,Allowed,64.77,500,800,Cyber
2020-04-25 10:05:33,HTTP,Allowed,69.67,500,800,Cyber
2022-06-19 11:49:55,FTP,Blocked,68.58,403,300,Cyber
2022-08-14 18:32:41,DNS,Allowed,76.12,500,800,Non-Cyber
2023-01-20 21:34:35,DNS,Allowed,19.64,500,800,Cyber
2020-08-17 00:32:29,DNS,Allowed,14.81,500,800,Cyber
2022-03-05 23:58:09,FTP,Blocked,72.78,403,300,Non-Cyber
2022-09-27 11:52:19,HTTP,Allowed,5.82,500,800,Cyber
2021-10-02 12:45:43,FTP,Blocked,23.24,403,300,Non-Cyber
2023-01-23 04:28:13,DNS,Allowed,16.36,500,800,Non-Cyber
2023-04-21 08:01:03,HTTP,Allowed,37.27,500,800,Cyber
2020-07-19 10:16:45,HTTP,Allowed,61.05,500,800,Cyber
2020-05-23 10:41:35,FTP,Blocked,94.6,403,300,Non-Cyber
2023-04-26 02:39:50,FTP,Allowed,65.05,500,800,Non-Cyber
2021-11-11 18:38:03,FTP,Allowed,86.76,500,800,Cyber
2022-06-09 08:59:13,FTP,Allowed,31.72,500,800,Non-Cyber
2021-05-20 20:02:55,HTTP,Allowed,87.05,500,800,Non-Cyber
2020-10-09 18:08:18,HTTP,Allowed,55.11,500,800,Cyber
2020-12-08 21:35:14,FTP,Allowed,39.68,500,800,Cyber
2020-09-07 22:55:56,HTTP,Allowed,42.37,500,800,Non-Cyber
2023-02-09 09:09:13,HTTP,Allowed,53.78,500,800,Non-Cyber
2020-12-06 00:53:54,FTP,Allowed,27.83,500,800,Cyber
2022-08-28 13:23:34,HTTP,Allowed,34.17,500,800,Cyber
2023-04-01 04:59:23,HTTP,Allowed,65.3,500,800,Non-Cyber
2022-02-10 21:06:57,DNS,Allowed,96.66,500,800,Non-Cyber
2022-10-08 03:40:48,HTTP,Allowed,37.07,500,800,Non-Cyber
2022-04-08 20:29:21,DNS,Allowed,73.05,500,800,Cyber
2020-08-21 20:09:06,FTP,Allowed,59.78,500,800,Non-Cyber
2023-01-30 04:05:21,DNS,Blocked,85.33,403,300,Non-Cyber
2023-04-25 12:23:35,FTP,Allowed,25.35,500,800,Non-Cyber
2020-02-01 12:12:57,DNS,Allowed,65.19,500,800,Non-Cyber
2023-05-06 11:16:31,FTP,Allowed,77.01,500,800,Non-Cyber
2020-10-27 09:05:41,DNS,Blocked,60.87,403,300,Non-Cyber
2023-03-09 16:30:06,DNS,Blocked,3.38,403,300,Non-Cyber
2021-04-07 16:57:34,DNS,Allowed,88.59,500,800,Cyber
2020-10-27 13:26:55,DNS,Allowed,94.08,500,800,Cyber
2021-05-22 15:18:16,DNS,Blocked,86.94,403,300,Non-Cyber
2023-03-26 14:40:58,FTP,Allowed,41.01,500,800,Non-Cyber
2021-03-23 09:25:42,DNS,Allowed,87.81,500,800,Cyber
2022-01-13 09:33:50,DNS,Allowed,26.18,500,800,Cyber
2021-04-15 10:16:09,DNS,Allowed,89.43,500,800,Non-Cyber
2020-05-17 15:08:17,HTTP,Allowed,10.1,500,800,Non-Cyber
2021-11-27 20:54:10,DNS,Blocked,91.11,403,300,Cyber
2020-03-24 04:43:41,FTP,Allowed,81.24,500,800,Non-Cyber
2021-06-06 04:23:39,DNS,Blocked,24.97,403,300,Cyber
2021-09-01 02:30:04,FTP,Allowed,23.6,500,800,Non-Cyber
2022-11-09 23:29:46,HTTP,Allowed,87.89,500,800,Cyber
2021-03-18 14:45:04,FTP,Allowed,16.62,500,800,Non-Cyber
2022-01-22 20:53:49,DNS,Allowed,14.59,500,800,Cyber
2020-03-22 12:10:26,FTP,Allowed,42.69,500,800,Cyber
2022-11-08 23:23:56,HTTP,Allowed,59.43,500,800,Non-Cyber
2021-06-03 13:18:27,HTTP,Blocked,68.45,403,300,Non-Cyber
2023-08-22 01:17:33,HTTP,Allowed,2.49,500,800,Cyber
2020-01-09 15:50:29,FTP,Blocked,17.61,403,300,Cyber
2023-09-27 04:22:13,HTTP,Allowed,23.65,500,800,Non-Cyber
2023-03-27 07:14:20,DNS,Allowed,70.97,500,800,Cyber
2022-02-06 12:09:57,FTP,Allowed,72.95,500,800,Non-Cyber
2023-06-19 08:28:31,HTTP,Allowed,85.97,500,800,Cyber
2020-08-18 06:32:48,HTTP,Allowed,86.94,500,800,Non-Cyber
2022-07-09 23:47:25,DNS,Allowed,47.1,500,800,Non-Cyber
2020-02-02 06:45:37,DNS,Allowed,4.95,500,800,Non-Cyber
2021-06-08 07:32:33,HTTP,Allowed,24.33,500,800,Non-Cyber
2021-08-01 04:41:16,HTTP,Allowed,18.87,500,800,Cyber
2022-10-18 10:16:54,HTTP,Blocked,19.64,403,300,Non-Cyber
2022-01-18 16:46:55,FTP,Blocked,33.77,403,300,Cyber
2021-01-21 03:32:35,FTP,Allowed,39.21,500,800,Non-Cyber
2022-08-05 20:59:34,HTTP,Allowed,27.66,500,800,Non-Cyber
2020-10-20 19:22:22,FTP,Allowed,32.79,500,800,Cyber
2021-06-09 13:53:26,HTTP,Blocked,8.84,403,300,Cyber
2021-01-15 18:57:20,HTTP,Blocked,26.86,403,300,Cyber
2021-06-26 12:37:43,FTP,Allowed,5.06,500,800,Cyber
2022-07-29 01:13:52,HTTP,Blocked,0.17,403,300,Non-Cyber
2022-01-05 05:38:10,HTTP,Allowed,56.34,500,800,Non-Cyber
2022-02-11 11:29:38,HTTP,Blocked,88.61,403,300,Cyber
2022-04-16 02:02:03,DNS,Allowed,29.48,500,800,Cyber
2020-03-18 22:47:05,FTP,Allowed,30.18,500,800,Cyber
2022-12-25 09:54:59,FTP,Blocked,45.42,403,300,Cyber
2022-08-26 01:34:39,HTTP,Blocked,67.29,403,300,Cyber
2020-02-02 18:33:33,FTP,Blocked,40.47,403,300,Non-Cyber
2022-07-07 13:00:31,FTP,Allowed,27.42,500,800,Non-Cyber
2022-04-08 21:51:14,HTTP,Allowed,34.09,500,800,Cyber
2021-06-24 08:23:38,HTTP,Allowed,5.06,500,800,Cyber
2021-12-08 17:53:37,FTP,Allowed,13.97,500,800,Cyber
2020-07-04 10:02:54,FTP,Blocked,77.18,403,300,Non-Cyber
2022-02-28 13:43:01,HTTP,Allowed,37.38,500,800,Non-Cyber
2021-10-24 17:44:42,HTTP,Allowed,38.97,500,800,Cyber
2022-02-28 08:59:13,HTTP,Blocked,27.61,403,300,Cyber
2022-06-28 08:50:16,FTP,Allowed,38.86,500,800,Non-Cyber
2021-06-04 08:25:12,HTTP,Blocked,93.55,403,300,Cyber
2021-03-24 13:37:58,HTTP,Blocked,85.77,403,300,Cyber
2020-04-18 05:43:16,HTTP,Allowed,73.28,500,800,Cyber
2023-03-14 19:54:06,DNS,Allowed,13.34,500,800,Cyber
2022-07-21 15:45:08,HTTP,Allowed,45.07,500,800,Cyber
2021-09-22 06:01:51,DNS,Allowed,83.53,500,800,Cyber
2020-04-30 14:09:49,DNS,Allowed,26.17,500,800,Cyber
2022-12-09 13:38:44,FTP,Allowed,24.96,500,800,Non-Cyber
2021-08-09 15:54:54,HTTP,Allowed,51.62,500,800,Cyber
2020-05-02 11:56:53,DNS,Allowed,90.29,500,800,Cyber
2020-03-15 00:58:15,DNS,Blocked,69.14,403,300,Non-Cyber
2022-12-09 15:45:32,FTP,Allowed,12.98,500,800,Cyber
2020-08-16 21:43:24,DNS,Allowed,61.57,500,800,Cyber
2023-05-04 09:05:45,FTP,Allowed,23.21,500,800,Cyber
2023-01-26 22:32:39,FTP,Allowed,56.51,500,800,Non-Cyber
2021-05-19 09:56:06,HTTP,Allowed,6.22,500,800,Cyber
2020-09-09 08:49:06,HTTP,Allowed,5.82,500,800,Non-Cyber
2021-01-04 19:22:49,FTP,Allowed,54.39,500,800,Non-Cyber
2022-11-18 08:31:05,FTP,Allowed,95.07,500,800,Non-Cyber
2020-04-12 21:26:25,DNS,Blocked,29.1,403,300,Non-Cyber
2023-04-01 02:52:11,FTP,Blocked,36.85,403,300,Cyber
2022-11-01 09:00:10,HTTP,Allowed,50.32,500,800,Cyber
2022-11-12 11:55:39,DNS,Allowed,29.93,500,800,Non-Cyber
2020-03-25 23:10:58,DNS,Allowed,32.97,500,800,Non-Cyber
2021-08-22 19:16:07,DNS,Allowed,63.5,500,800,Cyber
2022-06-23 18:41:03,FTP,Allowed,47.09,500,800,Non-Cyber
2022-04-12 15:57:12,FTP,Blocked,65.71,403,300,Cyber
2020-03-04 15:34:55,DNS,Allowed,35.55,500,800,Non-Cyber
2022-02-26 21:15:34,FTP,Allowed,32.41,500,800,Cyber
2020-10-19 17:20:38,DNS,Allowed,11.66,500,800,Cyber
2020-12-16 04:01:01,DNS,Blocked,24.18,403,300,Non-Cyber
2020-11-15 15:50:48,FTP,Allowed,52.62,500,800,Cyber
2022-03-07 19:31:22,DNS,Allowed,66.19,500,800,Non-Cyber
2020-07-06 20:19:20,DNS,Blocked,41.12,403,300,Non-Cyber
2023-04-22 02:01:53,HTTP,Blocked,72.57,403,300,Non-Cyber
2022-07-22 14:12:30,FTP,Allowed,44.56,500,800,Cyber
2020-11-13 20:13:05,HTTP,Blocked,34.01,403,300,Non-Cyber
2021-05-10 12:14:51,DNS,Blocked,99.65,403,300,Non-Cyber
2022-04-01 05:11:51,FTP,Allowed,27.62,500,800,Cyber
2022-05-03 19:51:16,FTP,Blocked,78.42,403,300,Non-Cyber
2023-07-20 11:10:04,DNS,Allowed,99.07,500,800,Cyber
2021-10-06 14:58:30,DNS,Blocked,35.92,403,300,Non-Cyber
2020-01-06 00:56:01,DNS,Blocked,39.67,403,300,Cyber
2023-08-04 04:12:59,HTTP,Allowed,57.96,500,800,Cyber
2023-02-18 19:28:08,HTTP,Allowed,45.64,500,800,Non-Cyber
2022-12-20 18:15:50,DNS,Allowed,29.83,500,800,Cyber
2020-11-22 11:42:07,HTTP,Allowed,92.11,500,800,Non-Cyber
2022-03-14 10:00:36,FTP,Blocked,41.43,403,300,Cyber
2021-02-20 17:53:45,HTTP,Allowed,1.75,500,800,Cyber
2022-12-15 21:37:13,HTTP,Blocked,36.28,403,300,Cyber
2021-12-13 22:32:16,DNS,Allowed,42.8,500,800,Cyber
2022-06-06 08:25:47,HTTP,Blocked,56.87,403,300,Non-Cyber
2023-03-04 19:26:18,FTP,Allowed,28.07,500,800,Cyber
2021-05-27 16:49:28,DNS,Blocked,61.69,403,300,Cyber
2021-04-12 10:01:40,HTTP,Allowed,83.18,500,800,Cyber
2022-08-13 11:13:40,FTP,Allowed,44.81,500,800,Non-Cyber
2022-08-17 23:26:03,HTTP,Allowed,40.4,500,800,Non-Cyber
2022-11-11 11:39:23,FTP,Allowed,5.5,500,800,Cyber
2022-01-20 17:11:15,HTTP,Allowed,65.51,500,800,Non-Cyber
2021-09-29 23:27:17,DNS,Blocked,52.68,403,300,Non-Cyber
2022-03-06 07:34:58,FTP,Allowed,69.6,500,800,Cyber
2021-02-01 13:23:19,DNS,Allowed,7.42,500,800,Cyber
2021-07-20 00:38:49,HTTP,Blocked,91.31,403,300,Non-Cyber
2023-02-02 11:26:41,HTTP,Blocked,43.53,403,300,Non-Cyber
2022-03-30 12:54:09,FTP,Allowed,41.57,500,800,Non-Cyber
2022-02-24 15:57:18,FTP,Blocked,32.84,403,300,Non-Cyber
2021-05-26 00:58:40,DNS,Allowed,78.78,500,800,Cyber
2023-07-19 12:21:29,FTP,Allowed,15.53,500,800,Non-Cyber
2021-08-11 16:48:50,DNS,Blocked,90.2,403,300,Cyber
2022-02-25 22:55:46,FTP,Blocked,94.13,403,300,Non-Cyber
2021-12-20 00:43:53,DNS,Allowed,89.7,500,800,Cyber
2023-03-09 00:45:59,FTP,Allowed,22.06,500,800,Non-Cyber
2021-06-17 16:38:49,FTP,Blocked,3.02,403,300,Non-Cyber
2021-06-26 09:51:54,DNS,Allowed,9.47,500,800,Non-Cyber
2022-07-04 05:36:30,DNS,Blocked,56.26,403,300,Non-Cyber
2020-07-31 07:41:39,DNS,Blocked,4.96,403,300,Non-Cyber
2021-04-05 02:14:29,HTTP,Allowed,65.83,500,800,Cyber
2023-03-30 04:01:15,FTP,Blocked,21.09,403,300,Non-Cyber
2020-10-03 01:49:58,HTTP,Allowed,80.7,500,800,Non-Cyber
2023-06-28 10:05:34,FTP,Allowed,64.9,500,800,Cyber
2023-03-15 00:24:33,DNS,Allowed,61.54,500,800,Non-Cyber
2023-09-24 19:20:58,HTTP,Allowed,33.27,500,800,Non-Cyber
2022-07-24 00:21:56,HTTP,Blocked,7.7,403,300,Non-Cyber
2020-01-08 04:42:42,DNS,Allowed,91.47,500,800,Cyber
2022-01-30 10:37:33,DNS,Blocked,53.47,403,300,Non-Cyber
2021-11-26 09:52:55,HTTP,Allowed,59.86,500,800,Non-Cyber
2023-10-11 02:42:38,HTTP,Allowed,51.88,500,800,Non-Cyber
2020-09-01 23:19:23,DNS,Allowed,93.6,500,800,Cyber
2022-09-11 02:56:21,HTTP,Allowed,59.85,500,800,Non-Cyber
2023-03-02 08:31:18,FTP,Allowed,60.59,500,800,Cyber
2022-08-24 04:32:19,DNS,Blocked,52.21,403,300,Non-Cyber
2021-03-19 21:24:50,DNS,Blocked,6.55,403,300,Cyber
2020-03-07 17:16:09,HTTP,Allowed,63.28,500,800,Cyber
2023-09-05 15:38:32,DNS,Blocked,97.34,403,300,Non-Cyber
2020-03-28 02:59:09,HTTP,Allowed,92.5,500,800,Cyber
2023-08-09 02:05:54,DNS,Allowed,67.01,500,800,Cyber
2022-07-30 10:23:37,HTTP,Allowed,57.38,500,800,Non-Cyber
2021-10-24 13:16:55,DNS,Allowed,99.11,500,800,Non-Cyber
2021-02-28 22:15:35,DNS,Blocked,33.88,403,300,Non-Cyber
2021-03-16 22:11:33,HTTP,Blocked,32.08,403,300,Non-Cyber
2020-04-07 13:14:30,FTP,Blocked,26.97,403,300,Non-Cyber
2020-11-29 15:25:22,DNS,Blocked,29.28,403,300,Non-Cyber
2023-10-05 08:40:42,DNS,Blocked,62.51,403,300,Non-Cyber
2021-10-04 02:31:45,FTP,Blocked,40.22,403,300,Non-Cyber
2021-05-21 16:23:13,FTP,Blocked,58.48,403,300,Cyber
2022-11-26 20:38:28,FTP,Allowed,48.21,500,800,Non-Cyber
2023-06-07 09:09:32,DNS,Allowed,58.41,500,800,Non-Cyber
2021-09-08 19:46:46,HTTP,Allowed,66.98,500,800,Cyber
2021-04-06 13:10:46,DNS,Allowed,71.34,500,800,Non-Cyber
2020-10-05 12:52:06,DNS,Blocked,44.28,403,300,Cyber
2021-09-30 18:02:44,HTTP,Allowed,96.06,500,800,Non-Cyber
2021-02-27 07:29:58,DNS,Allowed,96.94,500,800,Cyber
2020-12-08 01:44:24,HTTP,Allowed,96.91,500,800,Non-Cyber
2021-06-22 06:03:21,HTTP,Allowed,95.31,500,800,Non-Cyber
2022-09-29 04:14:11,HTTP,Allowed,1.52,500,800,Non-Cyber
2022-08-03 03:34:46,DNS,Blocked,64.07,403,300,Non-Cyber
