Timestamp,Source IP Address,Attack Type,Action Taken,Severity Level,event_type,Port
2021-05-12 04:56:19,37.185.242.21,DDoS,Allowed,Medium,Cyber,22
2020-09-18 06:18:57,208.234.178.149,Malware,Allowed,Low,Non-Cyber,22
2022-06-07 05:24:59,89.141.87.191,Intrusion,Blocked,Low,Non-Cyber,22
2021-07-30 07:33:28,56.157.39.201,Malware,Allowed,High,Cyber,80
2023-01-20 18:02:32,196.52.249.53,DDoS,Blocked,High,Cyber,8080
2023-05-06 00:21:51,61.24.85.153,DDoS,Blocked,High,Cyber,8080
2022-10-29 12:16:55,155.245.60.94,Intrusion,Allowed,Low,Non-Cyber,8080
2023-03-09 03:33:23,109.110.203.206,Malware,Blocked,High,Cyber,21
2022-10-22 14:58:12,4.26.10.170,Intrusion,Blocked,High,Cyber,443
2021-06-20 23:28:20,101.231.160.87,Malware,Allowed,Medium,Cyber,21
2021-12-05 22:29:07,144.229.253.157,DDoS,Allowed,Low,Non-Cyber,443
2020-08-04 08:56:50,141.89.143.80,Intrusion,Blocked,High,Cyber,8080
2022-05-31 20:04:57,200.117.157.136,Malware,Blocked,Low,Cyber,22
2020-11-16 06:29:16,204.113.117.66,Malware,Allowed,High,Cyber,80
2021-07-11 03:38:44,106.237.87.246,Intrusion,Allowed,Low,Non-Cyber,22
2022-04-10 09:58:05,102.17.214.156,Malware,Blocked,Low,Non-Cyber,21
2020-11-15 22:57:49,100.187.247.26,Intrusion,Allowed,Low,Non-Cyber,21
2022-05-05 16:29:03,194.240.250.40,Intrusion,Blocked,High,Cyber,21
2023-07-29 13:47:16,176.168.191.77,Malware,Blocked,Low,Non-Cyber,443
2022-09-26 23:17:15,31.254.233.26,Malware,Blocked,Low,Non-Cyber,80
2022-04-14 07:35:59,120.131.121.82,Intrusion,Allowed,High,Cyber,21
2020-03-09 00:49:05,187.88.188.254,Intrusion,Allowed,Low,Non-Cyber,443
2021-04-07 13:31:36,208.168.170.0,DDoS,Allowed,Low,Non-Cyber,80
2020-04-21 01:57:27,121.201.47.184,DDoS,Blocked,Low,Non-Cyber,8080
2021-11-21 00:55:22,138.236.148.6,Malware,Blocked,Low,Cyber,8080
2023-03-27 01:30:28,3.229.6.143,Intrusion,Blocked,High,Cyber,80
2020-05-29 00:05:41,90.201.226.175,DDoS,Blocked,High,Cyber,80
2020-05-20 17:24:26,176.202.96.91,DDoS,Allowed,Low,Non-Cyber,21
2022-01-04 23:53:49,54.2.16.249,Malware,Blocked,Low,Non-Cyber,21
2023-01-01 12:46:05,17.174.34.192,Intrusion,Blocked,Low,Non-Cyber,80
2020-03-04 08:06:07,114.102.112.186,Malware,Blocked,Medium,Cyber,22
2023-01-05 23:47:56,219.205.160.239,DDoS,Allowed,High,Cyber,21
2020-06-05 04:04:55,79.147.1.122,Malware,Allowed,Low,Non-Cyber,8080
2022-02-04 11:51:09,75.45.227.138,DDoS,Allowed,Low,Non-Cyber,8080
2021-07-04 20:21:44,159.12.97.190,Intrusion,Allowed,Low,Non-Cyber,443
2020-09-21 07:10:19,19.247.126.46,DDoS,Allowed,Low,Non-Cyber,80
2021-04-13 20:20:18,158.207.9.108,DDoS,Blocked,Low,Cyber,8080
2021-09-27 11:01:19,118.20.56.162,Malware,Allowed,Low,Non-Cyber,80
2022-10-25 14:24:12,66.158.34.224,DDoS,Blocked,Low,Non-Cyber,22
2021-07-21 23:11:44,81.235.253.148,Intrusion,Blocked,Low,Non-Cyber,443
2020-07-27 05:00:19,6.206.179.130,Intrusion,Blocked,Low,Non-Cyber,22
2021-08-04 07:22:31,87.180.147.59,DDoS,Allowed,Low,Non-Cyber,8080
2020-06-06 03:49:31,218.110.177.139,Intrusion,Allowed,Low,Non-Cyber,21
2020-09-18 13:03:03,58.194.154.146,DDoS,Allowed,Low,Non-Cyber,8080
2022-10-05 14:34:56,52.175.26.226,Malware,Allowed,Medium,Cyber,8080
2022-06-20 01:50:50,1.74.253.216,DDoS,Blocked,Medium,Cyber,443
2023-07-31 14:36:58,28.166.100.16,Malware,Blocked,High,Cyber,21
2022-04-15 03:07:42,35.182.234.29,Intrusion,Blocked,Low,Non-Cyber,22
2020-10-05 02:24:45,116.197.246.249,DDoS,Blocked,Low,Cyber,21
2022-07-18 06:53:53,60.194.250.219,Malware,Blocked,Low,Non-Cyber,8080
2020-07-15 12:52:28,74.164.5.208,Malware,Allowed,High,Cyber,8080
2022-06-25 06:38:13,189.246.234.181,Intrusion,Blocked,High,Cyber,8080
2023-08-06 21:24:26,4.161.99.96,Malware,Blocked,Medium,Cyber,80
2021-05-24 11:40:06,168.92.142.169,Intrusion,Allowed,Medium,Cyber,22
2023-01-22 10:46:31,48.41.240.73,Malware,Allowed,Low,Non-Cyber,22
2023-01-20 22:53:25,159.80.71.27,Intrusion,Allowed,Low,Non-Cyber,80
2021-12-21 20:12:32,107.167.39.11,Malware,Blocked,Low,Non-Cyber,22
2021-01-11 17:20:09,71.201.34.118,Malware,Allowed,Low,Non-Cyber,8080
2023-05-29 12:06:04,115.4.69.107,DDoS,Allowed,Low,Non-Cyber,22
2022-03-17 15:55:17,209.156.142.68,Intrusion,Blocked,Low,Non-Cyber,80
2022-04-08 00:50:13,23.93.124.232,Intrusion,Blocked,Low,Cyber,8080
2021-01-24 02:23:00,218.54.234.84,Intrusion,Blocked,Low,Non-Cyber,443
2022-03-07 10:20:21,125.234.146.174,Malware,Allowed,Low,Cyber,80
2023-09-06 15:38:44,25.241.212.75,Intrusion,Blocked,Low,Non-Cyber,21
2023-08-03 05:24:38,126.157.100.78,DDoS,Allowed,High,Cyber,21
2020-06-21 00:58:44,87.175.37.119,DDoS,Blocked,Low,Non-Cyber,80
2022-06-17 17:55:15,190.69.56.219,DDoS,Allowed,Medium,Cyber,22
2022-10-30 06:10:48,102.246.100.3,DDoS,Allowed,High,Cyber,80
2022-05-09 14:33:47,162.153.134.181,DDoS,Blocked,Low,Non-Cyber,80
2022-05-30 07:43:50,213.138.206.241,Intrusion,Blocked,Low,Non-Cyber,21
2022-03-22 08:17:38,201.236.102.116,Intrusion,Allowed,Low,Non-Cyber,80
2022-06-19 08:28:10,218.42.48.239,DDoS,Allowed,Low,Non-Cyber,80
2020-07-09 12:42:06,103.110.210.190,Malware,Blocked,High,Cyber,80
2021-05-23 09:28:39,9.79.241.88,DDoS,Blocked,Low,Non-Cyber,21
2022-01-07 13:21:30,155.154.115.223,DDoS,Allowed,High,Cyber,8080
2021-05-15 23:25:29,69.67.254.99,Intrusion,Blocked,High,Cyber,22
2022-09-28 00:48:36,18.238.99.18,Malware,Allowed,Low,Cyber,21
2021-09-08 23:49:47,172.97.1.180,Intrusion,Allowed,Low,Non-Cyber,80
2022-08-27 03:31:01,140.120.199.109,Intrusion,Blocked,Low,Non-Cyber,22
2020-08-25 16:14:34,67.163.15.122,Intrusion,Allowed,Medium,Cyber,80
2021-02-08 00:30:49,98.234.102.35,Malware,Allowed,High,Cyber,21
2023-06-08 14:48:07,50.107.186.208,DDoS,Blocked,Low,Cyber,8080
2021-01-18 03:50:07,100.213.116.171,Malware,Allowed,Low,Cyber,80
2020-08-11 20:50:04,138.18.70.84,Malware,Allowed,Low,Cyber,8080
2020-10-10 03:25:29,22.112.199.90,Intrusion,Allowed,Low,Non-Cyber,21
2021-11-24 13:57:14,8.94.210.8,Intrusion,Blocked,Low,Non-Cyber,8080
2022-01-06 00:48:44,35.165.205.214,Intrusion,Allowed,Low,Non-Cyber,8080
2021-04-19 16:29:44,140.98.38.36,Malware,Allowed,Low,Non-Cyber,80
2021-01-13 15:17:34,110.206.2.227,DDoS,Blocked,Low,Non-Cyber,80
2020-02-26 15:47:10,130.222.172.183,DDoS,Blocked,Low,Cyber,8080
2021-07-13 10:06:49,132.229.145.47,Malware,Allowed,Low,Non-Cyber,21
2022-12-14 21:19:34,219.76.112.36,Malware,Blocked,Low,Non-Cyber,22
2023-07-21 21:31:29,48.97.13.255,DDoS,Allowed,High,Cyber,8080
2021-12-24 01:14:24,58.181.169.132,Malware,Blocked,Low,Non-Cyber,22
2023-02-19 00:22:09,105.214.170.236,Malware,Allowed,Medium,Cyber,21
2021-04-04 17:11:22,169.89.69.79,DDoS,Allowed,High,Cyber,443
2020-07-23 04:35:26,166.63.118.25,Intrusion,Allowed,High,Cyber,22
2022-01-11 17:08:17,136.51.188.9,DDoS,Allowed,Low,Non-Cyber,21
2020-01-11 14:44:28,5.17.223.100,Intrusion,Blocked,Low,Non-Cyber,21
2023-04-06 21:47:41,113.92.206.212,Intrusion,Allowed,Low,Non-Cyber,80
2021-08-16 02:29:58,102.241.246.151,Intrusion,Allowed,Low,Cyber,443
2020-09-07 13:52:04,138.136.255.86,DDoS,Allowed,Low,Cyber,22
2022-03-14 04:07:53,150.244.133.187,Intrusion,Allowed,Low,Cyber,80
2022-09-21 19:37:41,222.156.157.156,DDoS,Blocked,Low,Non-Cyber,8080
2022-01-24 22:56:37,39.88.200.228,DDoS,Blocked,Low,Non-Cyber,22
2020-05-12 13:31:46,82.166.181.31,Malware,Allowed,High,Cyber,21
2022-05-10 22:32:32,83.223.16.27,Intrusion,Blocked,Low,Non-Cyber,443
2021-01-05 15:30:26,199.18.205.175,Intrusion,Allowed,Low,Non-Cyber,21
2023-07-10 20:03:46,146.28.241.155,Malware,Allowed,Medium,Cyber,8080
2022-12-27 06:10:31,214.0.153.58,DDoS,Allowed,Low,Non-Cyber,443
2022-05-19 19:57:08,220.99.122.152,Malware,Allowed,Low,Non-Cyber,443
2021-06-06 09:09:39,113.38.167.226,DDoS,Allowed,Medium,Cyber,443
2020-06-13 00:01:06,115.218.50.59,Intrusion,Allowed,Low,Non-Cyber,80
2022-11-22 09:36:32,45.248.36.158,DDoS,Blocked,High,Cyber,21
2022-01-08 13:53:50,79.130.193.62,Intrusion,Allowed,Medium,Cyber,22
2020-11-13 13:49:12,27.63.45.216,DDoS,Blocked,Low,Non-Cyber,22
2020-12-10 19:53:09,117.73.10.54,Malware,Allowed,Low,Non-Cyber,22
2023-06-28 20:43:33,156.161.233.191,Malware,Allowed,Low,Cyber,21
2023-05-05 13:48:04,116.173.244.113,Malware,Allowed,Low,Non-Cyber,21
2022-12-23 14:10:47,119.213.84.44,DDoS,Allowed,Low,Non-Cyber,21
2020-12-03 19:39:57,91.70.72.199,DDoS,Blocked,Low,Cyber,21
2020-11-01 04:36:47,25.217.99.138,Malware,Blocked,Low,Non-Cyber,8080
2020-02-08 23:45:55,47.172.60.176,Intrusion,Allowed,Low,Non-Cyber,8080
2021-11-13 22:34:19,173.74.201.103,DDoS,Blocked,Medium,Cyber,22
2021-08-09 23:30:55,117.237.138.120,DDoS,Allowed,Low,Non-Cyber,8080
2022-07-21 17:33:43,35.189.219.16,DDoS,Allowed,Medium,Cyber,22
2022-12-21 00:25:14,192.234.50.110,Intrusion,Allowed,Low,Cyber,443
2020-04-19 09:02:08,186.221.99.102,DDoS,Blocked,Medium,Cyber,443
2023-06-17 17:44:34,18.152.91.255,DDoS,Blocked,High,Cyber,22
2020-10-02 23:11:48,53.210.127.214,Intrusion,Allowed,Low,Non-Cyber,443
2020-08-02 04:34:09,31.97.146.1,DDoS,Allowed,Low,Cyber,21
2021-01-07 00:01:16,104.94.225.209,DDoS,Allowed,Medium,Cyber,80
2021-01-17 07:25:55,89.192.153.105,DDoS,Blocked,Low,Non-Cyber,21
2020-08-22 15:47:53,174.214.155.170,DDoS,Allowed,Low,Cyber,80
2023-03-16 17:12:29,120.79.59.11,DDoS,Allowed,Low,Non-Cyber,22
2022-11-07 07:49:43,16.170.64.17,Malware,Allowed,Low,Non-Cyber,22
2020-11-03 12:08:40,57.128.137.46,Intrusion,Allowed,Low,Non-Cyber,21
2022-11-17 15:10:44,177.247.134.231,DDoS,Allowed,Low,Non-Cyber,22
2023-05-16 13:49:03,2.36.200.23,Intrusion,Blocked,Low,Non-Cyber,8080
2020-10-15 01:32:25,162.245.43.39,DDoS,Allowed,High,Cyber,21
2021-09-14 05:48:13,179.149.37.66,DDoS,Allowed,Low,Non-Cyber,80
2021-08-07 21:42:50,192.67.33.72,Malware,Allowed,Low,Non-Cyber,21
2020-12-22 10:56:55,148.227.26.129,Intrusion,Allowed,Low,Non-Cyber,80
2023-01-11 16:13:20,126.21.219.84,DDoS,Blocked,Low,Non-Cyber,443
2023-02-08 17:55:20,76.229.200.179,Malware,Blocked,Low,Non-Cyber,80
2020-06-16 12:48:16,178.57.253.206,Intrusion,Blocked,Low,Non-Cyber,21
2022-11-19 23:08:50,124.29.206.146,Malware,Allowed,Low,Non-Cyber,21
2022-01-12 15:40:05,126.74.146.153,Intrusion,Blocked,Low,Non-Cyber,21
2020-12-19 11:27:41,144.43.216.221,Intrusion,Blocked,Low,Non-Cyber,21
2023-06-20 15:44:55,102.178.68.101,DDoS,Blocked,Low,Non-Cyber,443
2022-10-13 11:03:51,115.28.136.222,Intrusion,Blocked,Medium,Cyber,443
2022-03-17 11:46:33,21.222.235.237,Malware,Allowed,Low,Non-Cyber,443
2023-02-22 11:15:06,41.205.251.33,DDoS,Blocked,Low,Non-Cyber,22
2021-01-12 09:28:20,29.139.199.38,DDoS,Allowed,Low,Non-Cyber,80
2020-02-26 20:51:57,115.233.171.246,Intrusion,Blocked,Low,Cyber,21
2022-10-17 14:52:26,187.104.163.216,Malware,Blocked,Medium,Cyber,80
2021-12-04 21:26:53,122.187.37.42,Intrusion,Allowed,Low,Non-Cyber,8080
2023-09-27 23:06:02,194.205.141.88,Malware,Allowed,Low,Non-Cyber,21
2022-11-12 23:44:18,179.211.46.253,Intrusion,Allowed,Low,Non-Cyber,443
2023-02-25 20:57:49,183.244.135.147,Intrusion,Allowed,Low,Non-Cyber,443
2020-03-21 03:15:46,27.149.26.47,DDoS,Blocked,Low,Non-Cyber,80
2023-02-07 15:35:34,209.151.218.94,Intrusion,Allowed,Low,Non-Cyber,8080
2021-06-10 00:18:49,34.199.64.199,Malware,Allowed,Low,Non-Cyber,80
2020-08-05 06:32:00,149.194.225.160,Intrusion,Allowed,Low,Cyber,443
2021-04-06 12:09:47,170.112.237.223,Malware,Blocked,Low,Non-Cyber,8080
2022-12-09 05:49:04,114.133.144.0,Malware,Blocked,Low,Non-Cyber,22
2020-08-30 10:37:51,110.237.102.246,Intrusion,Blocked,Medium,Cyber,80
2020-05-13 17:52:48,217.245.32.105,DDoS,Allowed,Low,Non-Cyber,80
2021-07-31 15:30:28,205.43.226.204,DDoS,Allowed,Low,Non-Cyber,21
2020-09-01 08:46:30,120.237.124.16,Intrusion,Allowed,Low,Cyber,8080
2022-10-15 12:55:35,82.223.56.133,DDoS,Blocked,Low,Cyber,8080
2020-08-28 07:11:11,150.88.50.82,Intrusion,Allowed,Low,Non-Cyber,22
2021-02-11 21:13:27,145.216.64.189,DDoS,Allowed,Low,Non-Cyber,21
2023-05-03 01:38:04,73.250.114.179,DDoS,Allowed,Low,Non-Cyber,443
2023-02-20 21:40:35,12.182.191.240,Malware,Allowed,Low,Non-Cyber,80
2023-06-26 12:29:01,159.78.130.106,DDoS,Allowed,Low,Non-Cyber,22
2021-07-09 13:17:31,157.79.195.92,DDoS,Blocked,High,Cyber,22
2023-02-22 08:11:52,37.32.152.11,Intrusion,Blocked,Low,Non-Cyber,22
2020-07-02 15:07:37,219.25.113.133,Intrusion,Allowed,Low,Cyber,443
2020-05-20 05:59:35,169.156.247.234,Intrusion,Blocked,High,Cyber,8080
2022-02-13 08:37:28,202.251.131.160,DDoS,Allowed,Medium,Cyber,8080
2023-05-08 14:40:21,132.254.30.115,DDoS,Blocked,High,Cyber,443
2020-11-27 08:13:41,137.132.137.124,DDoS,Allowed,High,Cyber,21
2022-05-28 08:39:32,203.67.187.229,DDoS,Allowed,Medium,Cyber,443
2020-12-31 06:00:13,133.238.42.2,Intrusion,Allowed,Low,Non-Cyber,22
2021-06-07 11:44:36,69.167.233.10,Intrusion,Allowed,Low,Cyber,443
2020-12-12 23:00:09,125.138.174.173,Intrusion,Blocked,Low,Non-Cyber,22
2021-04-24 04:21:20,140.23.209.78,Intrusion,Allowed,Medium,Cyber,443
2021-06-10 02:41:45,83.95.60.67,DDoS,Allowed,Low,Cyber,21
2020-12-08 09:55:33,139.255.18.146,Malware,Allowed,Low,Non-Cyber,80
2020-06-26 21:23:07,27.95.254.215,Intrusion,Allowed,Low,Cyber,22
2021-07-02 18:24:56,222.43.45.152,Malware,Blocked,Medium,Cyber,443
2020-11-17 22:55:29,110.106.239.217,Malware,Allowed,Low,Non-Cyber,8080
2023-07-04 17:11:01,210.50.97.77,Malware,Blocked,Low,Non-Cyber,8080
2021-11-22 14:16:05,11.58.136.7,Intrusion,Allowed,Low,Non-Cyber,80
2021-02-23 03:24:48,34.0.251.162,Malware,Blocked,Low,Non-Cyber,21
2022-12-01 06:14:00,147.139.59.214,DDoS,Allowed,Low,Cyber,80
2020-06-26 04:06:12,170.207.146.55,DDoS,Blocked,High,Cyber,8080
2020-09-28 22:09:27,192.164.95.32,DDoS,Blocked,Low,Non-Cyber,80
2020-12-12 05:04:24,29.68.180.189,Intrusion,Blocked,Low,Cyber,22
2022-12-23 10:44:30,90.46.239.8,Malware,Blocked,Low,Non-Cyber,8080
2023-09-22 10:25:20,49.209.61.170,Intrusion,Allowed,High,Cyber,443
2020-12-07 12:53:53,101.34.166.240,Malware,Allowed,Low,Cyber,443
2021-07-11 01:40:32,41.143.102.40,DDoS,Blocked,High,Cyber,21
2021-08-27 18:21:34,110.137.237.45,Malware,Blocked,Low,Cyber,21
2023-10-01 05:34:15,164.184.128.247,Malware,Allowed,Low,Non-Cyber,21
2021-10-11 20:27:43,202.233.204.211,Malware,Blocked,High,Cyber,8080
2022-06-11 20:20:07,123.181.230.73,Malware,Allowed,Low,Non-Cyber,443
2023-06-23 00:00:05,182.75.113.204,Malware,Blocked,High,Cyber,22
2020-03-09 23:13:48,99.236.210.187,Intrusion,Allowed,Low,Cyber,22
2023-09-23 23:09:00,153.108.193.194,DDoS,Allowed,Medium,Cyber,21
2023-05-01 12:02:59,72.4.197.171,Malware,Allowed,Low,Non-Cyber,21
2021-08-26 16:42:49,196.253.190.210,Malware,Allowed,Low,Cyber,443
2022-08-13 04:04:12,134.8.24.176,Malware,Blocked,Low,Non-Cyber,22
2022-02-13 04:45:16,202.197.64.209,Intrusion,Allowed,Low,Non-Cyber,80
2021-10-10 05:53:58,208.152.126.178,Intrusion,Allowed,High,Cyber,21
2022-05-19 21:00:26,31.223.22.105,DDoS,Blocked,Low,Cyber,21
2022-03-07 03:30:05,46.172.202.151,DDoS,Allowed,Low,Non-Cyber,22
2023-08-08 04:21:11,151.132.28.13,Malware,Allowed,Medium,Cyber,21
2022-01-14 12:22:41,91.130.187.120,DDoS,Blocked,Low,Non-Cyber,80
2020-09-24 04:07:59,117.109.133.181,DDoS,Allowed,Low,Non-Cyber,22
2022-11-15 15:25:36,38.237.81.133,Intrusion,Allowed,Low,Non-Cyber,22
2022-04-01 16:20:07,100.243.144.185,Malware,Allowed,Low,Non-Cyber,443
2021-07-02 09:27:02,27.46.87.149,DDoS,Allowed,High,Cyber,22
2021-01-27 18:52:09,203.100.147.252,Malware,Allowed,Medium,Cyber,22
2020-05-25 02:08:41,178.19.193.242,Malware,Allowed,Low,Non-Cyber,80
2021-01-23 04:56:54,185.89.105.27,Malware,Allowed,High,Cyber,80
2022-01-20 22:34:11,168.159.185.164,DDoS,Allowed,Low,Cyber,80
2023-07-21 13:40:05,121.208.166.195,Malware,Allowed,Low,Non-Cyber,21
2022-01-23 15:27:06,70.28.131.241,Malware,Allowed,High,Cyber,80
2022-05-22 03:10:42,199.249.128.67,DDoS,Allowed,Low,Cyber,21
2023-03-31 18:31:32,32.210.22.61,DDoS,Allowed,Medium,Cyber,80
2020-08-22 02:46:54,167.107.185.158,DDoS,Allowed,Low,Non-Cyber,80
2020-03-07 22:13:48,151.253.95.155,DDoS,Allowed,Low,Non-Cyber,80
2021-12-13 15:05:47,20.173.144.156,Intrusion,Allowed,Low,Cyber,443
2021-07-16 17:27:34,29.251.137.40,DDoS,Blocked,Low,Non-Cyber,21
2023-08-18 16:04:49,143.42.215.56,Malware,Allowed,Medium,Cyber,80
2023-04-08 08:24:45,134.159.28.158,Intrusion,Allowed,Low,Non-Cyber,443
2020-01-31 08:28:46,53.34.46.39,Malware,Allowed,Low,Non-Cyber,21
2020-06-07 19:50:20,38.227.31.33,Malware,Allowed,Low,Non-Cyber,8080
2021-10-20 14:00:47,164.219.159.203,DDoS,Allowed,Low,Non-Cyber,443
2020-05-02 01:58:43,48.194.54.43,DDoS,Blocked,Low,Non-Cyber,8080
2022-05-21 04:42:49,27.252.226.88,Intrusion,Blocked,Low,Cyber,443
2020-12-30 12:43:49,161.19.183.186,DDoS,Allowed,Low,Non-Cyber,21
2021-11-17 22:10:21,8.31.7.156,DDoS,Allowed,Low,Cyber,8080
2022-01-15 04:40:25,150.185.246.254,Malware,Allowed,Low,Non-Cyber,8080
2021-09-19 07:50:22,124.162.227.239,Intrusion,Allowed,Low,Cyber,80
2022-10-11 16:09:37,8.68.28.24,DDoS,Allowed,High,Cyber,8080
2020-10-29 08:37:12,158.243.145.20,DDoS,Allowed,Low,Cyber,443
2020-07-29 00:38:28,171.134.91.127,Intrusion,Allowed,Low,Non-Cyber,80
2021-05-08 15:32:12,97.120.144.76,Malware,Blocked,Medium,Cyber,8080
2022-10-09 16:17:17,121.162.144.231,Intrusion,Blocked,Low,Non-Cyber,21
2023-04-24 12:51:28,66.214.74.175,DDoS,Blocked,High,Cyber,8080
2020-04-17 14:42:58,93.76.100.166,Intrusion,Allowed,Low,Non-Cyber,443
2022-05-04 00:36:50,33.57.13.236,Intrusion,Allowed,Low,Non-Cyber,80
2021-05-31 10:25:09,100.203.20.101,Malware,Blocked,Low,Non-Cyber,21
2023-06-13 13:49:24,38.84.4.55,Intrusion,Allowed,High,Cyber,80
2020-03-11 10:48:07,1.25.171.36,Malware,Allowed,Low,Non-Cyber,22
2020-11-29 01:00:41,103.86.195.215,Intrusion,Allowed,High,Cyber,80
2022-08-09 22:01:18,35.228.156.14,DDoS,Allowed,Medium,Cyber,8080
2021-09-24 06:57:48,79.171.172.203,Intrusion,Allowed,Low,Non-Cyber,8080
2023-09-07 02:49:02,57.34.252.79,Malware,Blocked,Low,Non-Cyber,443
2022-12-22 18:15:15,157.186.157.19,DDoS,Allowed,Low,Non-Cyber,80
2020-03-04 08:42:01,101.60.93.48,Malware,Allowed,High,Cyber,80
2021-12-18 02:59:12,119.254.176.162,DDoS,Allowed,Low,Non-Cyber,21
2022-11-12 22:42:58,146.144.224.91,DDoS,Allowed,Medium,Cyber,8080
2021-02-12 01:19:28,48.231.101.125,DDoS,Blocked,Low,Non-Cyber,22
2022-05-04 19:55:31,131.123.221.66,DDoS,Allowed,Low,Cyber,80
2021-08-13 07:46:51,155.91.86.189,DDoS,Allowed,Low,Non-Cyber,21
2023-09-14 09:06:32,56.9.169.29,Malware,Blocked,Low,Non-Cyber,22
2021-11-13 04:56:28,107.167.129.32,Malware,Allowed,Medium,Cyber,80
2023-06-10 01:34:02,119.173.55.192,Malware,Allowed,Low,Non-Cyber,8080
2022-08-09 23:51:05,161.228.157.49,Intrusion,Allowed,Low,Non-Cyber,21
2020-11-19 07:39:14,60.56.141.62,Malware,Blocked,High,Cyber,443
2023-06-21 23:25:25,190.42.125.176,Intrusion,Blocked,High,Cyber,21
2020-10-25 03:26:13,168.200.129.237,Malware,Blocked,High,Cyber,22
2021-10-31 02:48:56,125.56.200.225,Intrusion,Allowed,Low,Non-Cyber,8080
2021-05-14 06:52:16,112.150.102.61,Malware,Blocked,Low,Non-Cyber,443
2020-05-22 06:56:26,120.246.22.234,Intrusion,Blocked,Low,Non-Cyber,443
2021-09-24 21:36:59,29.254.96.200,Intrusion,Allowed,Low,Cyber,443
2021-03-18 09:56:21,85.28.25.155,Malware,Allowed,Medium,Cyber,8080
2023-08-12 18:15:43,205.194.177.237,Malware,Allowed,Low,Non-Cyber,22
2023-06-12 12:50:26,11.170.132.152,Intrusion,Allowed,Low,Non-Cyber,8080
2022-04-11 11:03:12,33.236.51.75,DDoS,Allowed,Low,Cyber,22
2023-01-10 10:54:54,184.187.80.97,DDoS,Blocked,High,Cyber,443
2023-02-15 02:03:04,128.188.223.56,Malware,Allowed,Medium,Cyber,443
2021-03-22 21:06:57,89.44.60.72,Intrusion,Blocked,Low,Non-Cyber,8080
2020-07-04 08:25:21,152.12.21.251,Malware,Allowed,Low,Non-Cyber,22
2023-09-25 14:34:16,202.235.245.2,Intrusion,Allowed,Low,Non-Cyber,21
2022-08-02 05:15:29,14.84.69.228,Malware,Allowed,Low,Non-Cyber,8080
2021-07-06 22:05:40,167.193.102.192,Malware,Allowed,Low,Non-Cyber,80
2022-05-10 01:25:14,187.214.177.15,Intrusion,Allowed,Low,Non-Cyber,443
2022-04-12 09:54:06,152.9.55.8,DDoS,Allowed,Low,Non-Cyber,22
2021-06-25 03:19:54,42.92.174.85,Malware,Blocked,High,Cyber,21
2022-10-02 10:02:48,43.114.247.60,DDoS,Blocked,Medium,Cyber,21
2021-02-16 21:41:38,4.146.174.66,Malware,Allowed,Low,Non-Cyber,21
2022-01-30 04:01:54,82.25.110.148,Intrusion,Allowed,Low,Non-Cyber,22
2022-11-28 00:06:08,135.190.237.21,Intrusion,Allowed,Low,Non-Cyber,22
2023-08-31 14:03:45,64.159.145.23,Malware,Allowed,Low,Non-Cyber,443
2022-05-17 18:33:39,219.124.176.63,Malware,Allowed,High,Cyber,443
2021-06-11 07:35:33,128.131.46.170,Malware,Blocked,Low,Non-Cyber,22
2020-11-22 02:01:43,159.223.88.250,Malware,Blocked,Low,Non-Cyber,22
2021-09-15 07:05:25,86.239.190.26,DDoS,Allowed,High,Cyber,22
2022-12-07 10:37:51,28.127.83.63,Intrusion,Allowed,Medium,Cyber,8080
2023-08-03 18:59:25,156.88.144.102,Malware,Allowed,Low,Non-Cyber,8080
2022-08-03 11:37:00,3.172.108.29,Malware,Allowed,Medium,Cyber,80
2020-02-10 14:53:03,9.125.35.187,DDoS,Allowed,Low,Non-Cyber,22
2022-06-14 05:02:39,45.107.29.95,DDoS,Allowed,Low,Non-Cyber,80
2021-02-06 09:14:15,151.251.18.21,Malware,Allowed,High,Cyber,443
2023-08-03 09:58:40,159.252.27.104,Malware,Allowed,Low,Non-Cyber,21
2020-07-19 00:26:08,55.243.178.9,DDoS,Allowed,High,Cyber,22
2020-03-08 16:38:27,155.169.188.0,Malware,Allowed,Low,Cyber,443
2020-07-31 10:45:23,56.240.192.173,Intrusion,Allowed,Low,Non-Cyber,22
2023-09-28 11:41:03,112.65.128.114,DDoS,Allowed,Medium,Cyber,80
2023-06-16 22:38:30,84.153.21.239,DDoS,Blocked,Low,Non-Cyber,443
2020-07-14 20:23:02,5.43.213.77,Intrusion,Allowed,Low,Non-Cyber,443
2020-10-01 06:17:16,126.221.104.126,Malware,Allowed,Low,Non-Cyber,8080
2021-12-16 22:46:00,79.188.166.0,Intrusion,Allowed,Medium,Cyber,8080
2021-06-12 18:57:01,31.245.83.64,DDoS,Allowed,Low,Non-Cyber,22
2021-12-30 03:38:03,79.212.136.143,Malware,Allowed,High,Cyber,22
2021-02-20 06:35:23,144.59.43.255,Malware,Allowed,Low,Non-Cyber,443
2021-09-11 07:21:43,23.151.143.244,Intrusion,Allowed,Low,Cyber,21
2022-11-12 09:31:30,218.125.109.38,Malware,Allowed,High,Cyber,22
2021-07-07 15:11:13,135.10.18.75,Malware,Allowed,High,Cyber,443
2022-05-19 03:17:48,191.81.131.79,Intrusion,Allowed,High,Cyber,80
2020-08-30 21:05:08,58.120.200.162,Intrusion,Blocked,Low,Non-Cyber,443
